Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp,Lub_Stress_Index,Thermal_Efficiency,Power_Load_Index
668,5.01,4.77,4.58,76.62,90.76,383.8662,0.050462753364615094,3186.3599999999997
597,3.87,8.08,0.8,78.32,68.87,303.09839999999997,0.011616086595602352,4823.76
648,1.93,7.75,1.63,81.28,90.58,156.8704,0.017995140428887123,5022.0
850,4.32,4.73,1.92,74.82,79.0,323.2224,0.02430379439192476,4020.5000000000005
1326,3.79,9.64,1.48,76.52,82.89,290.01079999999996,0.01785498638496967,12782.640000000001
558,2.97,5.98,2.18,77.53,77.5,230.2641,0.028129028628512437,3336.84
587,3.94,8.1,1.06,78.2,75.67,308.108,0.014008191620431926,4754.7
1584,4.2,4.84,0.24,78.11,70.32,328.062,0.003412968797928214,7666.5599999999995
750,3.05,5.68,4.67,74.36,87.44,226.79799999999997,0.05340804512716776,4260.0
593,3.54,3.25,1.82,75.45,76.51,267.093,0.02378773705558266,1927.25
442,3.18,4.72,1.97,77.22,79.36,245.55960000000002,0.024823585581705446,2086.24
798,2.32,7.67,1.83,77.12,72.51,178.9184,0.025237894740326196,6120.66
936,3.71,8.36,0.98,77.4,79.74,287.154,0.012289940771264012,7824.959999999999
759,3.66,7.02,3.28,74.04,80.38,270.98640000000006,0.04080616561256959,5328.179999999999
516,2.78,6.91,1.86,76.67,73.67,213.1426,0.025247722920086476,3565.56
1029,2.4,7.25,2.31,76.98,80.01,184.752,0.02887138746764311,7460.25
800,3.5,18.01,3.15,78.59,77.63,275.065,0.040577091256332444,14408.000000000002
697,2.45,4.42,2.04,75.92,87.3,186.00400000000002,0.023367694917789814,3080.74
660,3.09,7.55,1.64,77.16,84.44,238.4244,0.019422072545941194,4983.0
1283,2.63,12.65,2.14,76.29,72.42,200.64270000000002,0.029549844027914385,16229.95
760,5.66,5.48,1.8,76.99,88.55,435.7634,0.020327496292772865,4164.8
919,3.47,5.9,3.11,77.43,72.51,268.68210000000005,0.04289062985924288,5422.1
792,2.09,4.07,2.91,76.34,79.14,159.5506,0.03677027586931061,3223.44
579,3.85,1.53,1.27,84.65,74.98,325.90250000000003,0.016937847834376123,885.87
583,4.12,9.35,3.28,73.63,68.66,303.3556,0.047771621355720745,5451.05
1005,4.04,0.78,2.8,77.17,82.61,311.7668,0.033894197567582905,783.9
1075,4.1,6.81,2.07,77.52,74.46,317.83199999999994,0.027800157426785196,7320.75
1683,3.27,13.84,2.11,74.2,70.8,242.63400000000001,0.0298022556776475,23292.72
916,4.08,4.95,1.64,77.16,76.38,314.8128,0.02147158661016148,4534.2
1326,4.57,2.02,2.38,76.29,71.69,348.6453000000001,0.03319848888290014,2678.52
704,1.83,7.46,2.55,80.38,74.37,147.09539999999998,0.03428801475218303,5251.84
771,3.39,6.03,3.4,77.11,77.72,261.4029,0.043746777695988455,4649.13
410,4.03,6.48,2.51,75.87,87.11,305.75610000000006,0.02881413972975092,2656.8
436,1.84,9.35,3.4,74.77,70.11,137.5768,0.04849521487730497,4076.6
924,3.59,6.93,3.31,74.34,77.59,266.8806,0.04266013111739514,6403.32
505,4.3,6.6,1.93,82.07,85.78,352.90099999999995,0.022499414490625494,3333.0
909,2.17,9.41,2.92,79.1,76.85,171.647,0.03799609134728805,8553.69
926,5.5,8.56,1.98,77.49,87.94,426.195,0.02251534881563011,7926.56
1180,4.24,7.64,1.46,82.92,71.31,351.5808,0.020473983946994255,9015.199999999999
929,2.41,5.61,1.74,78.12,73.72,188.2692,0.023602818285021934,5211.6900000000005
752,1.14,5.56,1.77,74.61,73.91,85.05539999999999,0.0239480416793341,4181.12
663,5.48,7.05,1.23,75.43,75.04,413.35640000000006,0.01639125581139981,4674.15
546,2.23,3.56,1.87,76.77,74.01,171.19709999999998,0.025266852416315034,1943.76
950,2.11,7.2,2.36,77.58,81.34,163.69379999999998,0.029014011677647934,6840.0
1061,1.93,4.81,3.07,73.42,84.51,141.7006,0.036327057587615945,5103.41
1362,1.92,6.75,2.22,79.96,70.36,153.52319999999997,0.03155201370778657,9193.5
859,2.5,7.29,1.4,77.65,67.01,194.125,0.020892401000984773,6262.11
464,2.05,7.2,1.99,79.93,73.19,163.8565,0.027189503048298532,3340.8
564,2.91,2.45,2.37,84.01,79.77,244.46910000000003,0.029710413725659558,1381.8000000000002
399,3.97,5.38,0.5,84.14,81.44,334.0358,0.0061394884406325585,2146.62
717,5.5,13.98,2.97,78.72,84.29,432.96,0.03523549231990837,10023.66
984,3.8,7.73,2.66,76.69,79.14,291.42199999999997,0.033611317461294234,7606.320000000001
699,4.85,5.54,1.46,76.5,80.74,371.025,0.018082732464363083,3872.46
824,4.32,5.09,2.49,75.22,73.28,324.9504,0.0339792530050146,4194.16
772,3.53,12.21,1.55,75.16,72.2,265.3148,0.02146814107089459,9426.12
585,5.18,4.23,2.47,75.29,84.14,390.0022,0.029355832023314474,2474.55
61,3.94,8.09,1.85,77.23,74.09,304.2862,0.024969628159046003,493.49
969,3.26,0.32,2.5,85.68,80.71,279.3168,0.030975092184971853,310.08
978,3.36,5.53,3.21,76.63,77.14,257.47679999999997,0.04161264692602451,5408.34
586,2.18,6.72,2.73,82.49,75.87,179.8282,0.03598259707623605,3937.92
791,1.83,4.68,1.72,88.66,67.45,162.2478,0.025500366864289564,3701.8799999999997
555,2.78,8.78,3.45,75.63,75.5,210.25139999999996,0.045695358186045275,4872.9
619,3.15,4.17,2.27,77.09,93.05,242.83350000000002,0.024395483675928677,2581.23
652,2.24,7.17,0.02,75.95,70.79,170.12800000000001,0.00028252574056706584,4674.84
1090,4.73,5.31,3.29,74.24,69.84,351.1552,0.047107667939910086,5787.9
967,2.48,4.64,1.4,77.15,85.54,191.33200000000002,0.01636661019796467,4486.88
707,3.89,3.7,2.57,75.0,90.59,291.75,0.02836957408438303,2615.9
775,2.98,5.29,2.32,76.33,81.51,227.4634,0.028462761812935607,4099.75
806,4.29,7.5,1.67,76.53,79.48,328.3137,0.02101157259542368,6045.0
1015,4.44,5.88,2.4,74.39,74.76,330.2916,0.03210272443783782,5968.2
1027,5.12,4.98,2.31,76.38,75.7,391.06559999999996,0.03051518751450627,5114.46
707,3.68,7.55,1.62,76.73,81.1,282.3664,0.019975336624496104,5337.849999999999
723,4.04,9.75,1.47,74.7,79.29,301.788,0.018539536065136072,7049.25
814,4.23,6.14,5.11,81.39,72.97,344.27970000000005,0.07002876935332748,4997.96
560,4.99,8.61,1.04,74.92,78.75,373.85080000000005,0.013206347529352694,4821.599999999999
554,5.02,7.1,2.67,84.21,84.38,422.73419999999993,0.031642565579217165,3933.3999999999996
608,5.34,7.21,1.65,74.94,72.48,400.1796,0.022764897521399347,4383.68
681,2.31,3.63,5.95,83.17,73.1,192.1227,0.08139533770241619,2472.0299999999997
398,2.31,6.26,1.67,75.87,81.61,175.2597,0.020463176024607763,2491.48
1309,2.23,6.85,1.63,79.62,72.85,177.5526,0.022374739550481873,8966.65
960,3.65,9.4,3.34,76.62,86.45,279.663,0.03863504469230252,9024.0
326,3.44,5.99,3.01,74.45,82.0,256.108,0.03670731259666919,1952.74
625,1.99,4.61,1.82,74.08,76.73,147.4192,0.023719532944150534,2881.25
952,3.78,6.64,2.41,76.03,71.32,287.3934,0.033791358133572896,6321.28
618,5.45,9.09,2.47,74.69,84.7,407.0605,0.029161743900620554,5617.62
711,2.78,3.42,2.04,77.53,89.78,215.5334,0.022722207315414644,2431.62
664,3.5,6.58,2.85,75.9,78.47,265.65000000000003,0.03631960796232854,4369.12
609,2.51,1.39,2.82,76.99,92.32,193.24489999999997,0.030545923901004777,846.51
1406,2.79,9.42,2.77,75.8,74.52,211.482,0.03717122421212772,13244.52
890,2.77,10.01,1.2,78.08,84.52,216.2816,0.014197821320655309,8908.9
1063,3.91,5.15,2.36,75.42,82.73,294.8922,0.02852652864420057,5474.450000000001
481,5.0,5.55,2.76,83.1,71.99,415.5,0.0383386528214123,2669.5499999999997
1352,2.25,4.5,5.1,83.82,71.65,188.59499999999997,0.07117933409918574,6084.0
1213,3.61,5.13,3.72,79.62,76.34,287.4282,0.04872936223089308,6222.69
1131,2.38,3.72,2.57,82.88,84.78,197.25439999999998,0.03031374966811162,4207.320000000001
653,5.06,4.68,2.24,77.67,84.82,393.0102,0.026408862720011472,3056.04
709,2.55,3.54,1.47,80.43,84.47,205.0965,0.017402626091792814,2509.86
889,5.24,1.31,2.44,76.45,68.99,400.598,0.035367439430723374,1164.5900000000001
628,2.58,7.92,3.7,75.57,81.07,194.9706,0.04563956511168557,4973.76
972,3.8,4.97,1.56,76.61,76.55,291.118,0.020378834699041844,4830.84
446,2.55,4.43,2.59,74.4,70.72,189.72,0.036623297988787044,1975.78
590,2.66,2.59,2.21,77.8,89.8,206.948,0.024610242248302643,1528.1
1316,4.14,5.18,1.86,77.32,88.05,320.10479999999995,0.02112435875930054,6816.879999999999
717,3.43,4.03,2.24,76.67,82.08,262.97810000000004,0.027290445018220637,2889.51
736,4.97,6.3,3.04,76.3,73.45,379.21099999999996,0.04138869416083129,4636.8
1453,3.49,10.67,2.01,77.71,86.48,271.2079,0.023242365490013236,15503.51
934,2.24,8.52,3.4,79.46,84.34,177.9904,0.04031301395387551,7957.679999999999
952,2.68,5.57,1.71,75.42,79.28,202.12560000000002,0.021569119378264456,5302.64
825,2.53,7.94,1.64,74.97,75.49,189.67409999999998,0.021724728874721305,6550.5
400,4.95,4.12,2.09,78.59,83.79,389.0205,0.02494330768071277,1648.0
670,1.96,7.15,1.71,78.37,75.9,153.6052,0.022529641300442514,4790.5
811,3.44,6.65,3.47,75.82,83.66,260.82079999999996,0.04147740360059723,5393.150000000001
702,2.28,4.66,2.63,76.07,69.67,173.43959999999996,0.037749384563027906,3271.32
1271,5.28,6.3,3.06,76.79,78.65,405.45120000000003,0.03890654305066204,8007.3
560,3.89,3.64,1.29,76.48,69.99,297.5072,0.01843120182437465,2038.4
612,4.76,9.15,1.14,75.47,67.55,359.2372,0.016876385362489213,5599.8
922,3.12,4.33,1.57,77.74,70.48,242.5488,0.022275819767902983,3992.26
872,3.6,4.47,2.16,77.08,81.07,277.488,0.02664363801114617,3897.8399999999997
607,4.02,4.4,1.47,81.12,82.06,326.1024,0.017913719484070254,2670.8
925,5.15,8.34,6.17,74.41,76.43,383.2115,0.08072745247580106,7714.5
1369,2.09,4.99,1.92,74.58,88.1,155.8722,0.021793414098363894,6831.31
915,4.94,6.54,2.9,74.35,83.17,367.289,0.03486833775780476,5984.1
1221,3.36,7.39,1.73,77.89,68.16,261.7104,0.025381451675256503,9023.19
605,2.54,6.77,3.0,74.58,74.82,189.4332,0.040096225595265225,4095.85
902,2.66,4.17,2.67,77.27,78.64,205.5382,0.03395218286467664,3761.34
830,4.94,7.79,1.82,77.54,82.7,383.04760000000005,0.022007252477962213,6465.7
779,3.39,7.12,1.22,76.64,80.31,259.8096,0.015191132462815032,5546.4800000000005
494,3.2,7.26,2.09,81.24,84.43,259.968,0.024754231344992137,3586.44
1026,3.54,4.75,1.94,86.88,82.72,307.5552,0.023452608383388734,4873.5
423,2.97,6.82,2.46,77.56,74.7,230.35320000000002,0.03293172249910006,2884.86
933,3.83,3.59,5.92,77.22,79.69,295.75260000000003,0.0742878561566249,3349.47
922,2.06,3.77,2.48,76.41,74.79,157.4046,0.03315950887023547,3475.94
870,2.38,8.44,6.23,74.9,68.71,178.262,0.09067092262102713,7342.799999999999
982,4.27,6.66,3.09,77.01,74.18,328.8327,0.04165542711574182,6540.12
772,2.56,9.64,2.09,73.91,75.36,189.2096,0.027733541967417466,7442.080000000001
915,1.74,4.66,2.63,75.86,80.45,131.9964,0.0326911084287,4263.900000000001
798,3.65,7.31,1.2,75.67,68.91,276.1955,0.017414015757652626,5833.38
741,2.85,5.06,2.53,76.1,85.18,216.885,0.029701804449189424,3749.4599999999996
616,5.43,14.96,2.93,75.05,75.23,407.52149999999995,0.038947223322182194,9215.36
497,2.55,6.55,3.32,75.97,74.02,193.72349999999997,0.04485273644248359,3255.35
752,3.43,6.46,2.53,83.18,73.69,285.30740000000003,0.03433301203243153,4857.92
676,2.39,13.57,1.52,75.39,76.21,180.18210000000002,0.019944886505066723,9173.32
1073,4.16,1.43,2.3,76.96,76.88,320.1536,0.029916749490537266,1534.3899999999999
790,2.93,5.74,1.72,83.71,75.13,245.2703,0.022893647957720226,4534.6
502,2.41,6.49,2.66,79.99,86.79,192.7759,0.03064868871428866,3257.98
644,4.2,3.76,0.83,77.78,73.46,326.67600000000004,0.011298664402577674,2421.44
751,3.55,7.29,1.3,76.87,80.62,272.8885,0.01612502900954738,5474.79
1109,5.05,4.7,1.7,74.1,74.61,374.205,0.022785146389874493,5212.3
1185,3.1,5.35,2.38,75.11,72.79,232.841,0.03269679451891818,6339.75
797,3.05,11.1,2.43,79.37,90.9,242.0785,0.026732670326438907,8846.699999999999
653,4.35,6.16,1.88,85.14,72.43,370.359,0.025956091956911224,4022.48
736,3.67,8.62,2.05,86.09,85.01,315.9503,0.0241148071856479,6344.32
661,2.44,7.91,3.04,75.12,75.42,183.2928,0.040307605368919995,5228.51
1155,3.96,4.51,2.65,75.26,80.06,298.0296,0.033100170734427836,5209.05
540,0.55,4.23,1.4,75.74,78.46,41.657000000000004,0.017843484852984343,2284.2000000000003
1186,2.16,4.46,3.13,76.72,78.41,165.7152,0.03991837266695923,5289.56
503,3.81,7.09,3.13,77.32,84.95,294.5892,0.03684519872334329,3566.27
812,3.04,6.7,3.66,78.53,86.0,238.7312,0.04255813458626342,5440.400000000001
486,3.23,6.46,1.94,81.07,74.23,261.85609999999997,0.026134982333964385,3139.56
850,2.33,6.37,1.45,75.76,85.12,176.5208,0.017034772434824666,5414.5
880,2.54,3.96,3.36,86.96,79.99,220.8784,0.04200524540501995,3484.8
660,2.5,4.82,1.87,74.06,84.3,185.15,0.022182678270144928,3181.2000000000003
626,3.71,8.33,2.93,83.7,66.08,310.527,0.04434018699452376,5214.58
828,3.8,6.25,4.2,77.9,80.61,296.02,0.05210271032096386,5175.0
661,4.96,18.0,0.96,76.47,73.92,379.2912,0.012987011230112117,11898.0
768,4.14,6.12,3.16,76.77,75.67,317.82779999999997,0.04176026935902347,4700.16
1579,2.75,4.78,1.73,75.77,89.96,208.36749999999998,0.01923076709306724,7547.620000000001
338,3.99,5.06,5.38,77.21,84.22,308.0679,0.0638803058798022,1710.28
1527,2.25,8.49,2.92,76.58,78.34,172.305,0.0372734187805184,12964.23
817,3.21,3.62,1.9,76.49,69.82,245.53289999999998,0.02721282910157131,2957.54
775,4.19,7.75,4.08,81.79,78.98,342.7001000000001,0.05165864121820192,6006.25
477,4.03,5.7,2.4,76.58,71.77,308.61740000000003,0.03344015139471208,2718.9
573,4.54,15.46,1.77,80.88,93.59,367.1952,0.018912274931907794,8858.58
589,4.22,10.72,1.36,73.24,65.35,309.0728,0.020811014413004682,6314.08
545,3.22,4.56,3.43,75.97,72.96,244.6234,0.04701205495997054,2485.2
597,3.41,9.48,3.34,73.43,77.85,250.39630000000002,0.042903013114577636,5659.56
1050,2.48,5.19,1.71,76.45,75.45,189.596,0.022664012900727247,5449.5
559,1.96,10.56,2.6,76.2,75.89,149.352,0.03426010880747018,5903.04
639,2.29,8.3,3.31,77.19,82.44,176.7651,0.04015040755089671,5303.700000000001
1216,2.28,4.95,1.28,80.79,75.96,184.2012,0.01685097197854503,6019.2
936,2.77,7.24,2.86,75.86,79.49,210.1322,0.03597936394774639,6776.64
485,4.88,7.45,2.22,73.67,66.54,359.5096,0.033363385427805016,3613.25
654,4.63,8.81,2.68,83.54,76.49,386.7902,0.035037255191887155,5761.740000000001
382,4.65,8.0,3.05,77.18,75.51,358.88700000000006,0.04039199571023762,3056.0
738,3.62,9.1,2.15,75.32,83.16,272.6584,0.025853772744856573,6715.8
611,3.66,5.13,2.18,76.31,85.42,279.2946,0.02552095229209175,3134.43
1112,2.75,4.26,2.55,74.91,85.61,206.0025,0.029786236445948317,4737.12
727,4.19,7.9,2.31,76.45,81.63,320.32550000000003,0.028298416231971553,5743.3
785,2.89,6.35,1.96,75.12,86.84,217.09680000000003,0.022570241528069836,4984.75
681,2.65,12.01,1.41,78.0,87.01,206.7,0.016205032041715656,8178.8099999999995
540,4.78,7.53,3.92,82.19,85.46,392.8682,0.04586940722333171,4066.2000000000003
493,2.66,11.15,3.34,75.22,71.4,200.08520000000001,0.04677870493295448,5496.95
803,4.27,5.33,1.62,75.57,73.02,322.68389999999994,0.022185699508942825,4279.99
461,4.06,4.4,4.29,80.9,78.93,328.454,0.05435195054453939,2028.4
1018,2.57,7.2,3.2,75.76,68.23,194.7032,0.04690018365818794,7329.6
583,4.74,6.03,1.99,75.74,89.79,359.00759999999997,0.022162821899674584,3515.4900000000002
1012,5.13,12.77,1.6,77.71,81.69,398.65229999999997,0.01958623826830233,12923.24
778,4.58,6.63,3.34,80.26,81.29,367.5908,0.04108745957836639,5158.14
482,1.42,5.87,3.01,77.12,90.43,109.5104,0.033285410451685225,2829.34
1149,3.91,5.36,2.36,77.36,77.37,302.4776,0.030502774912398223,6158.64
664,3.98,7.54,4.85,76.41,84.57,304.11179999999996,0.05734893492385776,5006.56
787,4.83,3.72,1.71,76.83,73.9,371.0889,0.023139374406038644,2927.6400000000003
564,4.47,12.28,2.25,76.23,84.05,340.7481,0.026769776707938522,6925.92
1374,2.66,6.28,1.27,76.34,65.36,203.0644,0.019430841580348596,8628.720000000001
663,2.59,5.23,1.96,76.19,82.51,197.3321,0.023754693521428488,3467.4900000000002
690,4.1,5.17,2.92,77.17,76.28,316.397,0.03828001595699843,3567.2999999999997
576,3.12,4.71,2.28,78.02,75.99,243.42239999999998,0.030003943939473095,2712.96
583,3.52,7.13,1.1,77.33,81.71,272.2016,0.013462242875750475,4156.79
704,2.35,4.91,1.23,77.22,82.85,181.467,0.014846105631127865,3456.6400000000003
856,3.62,13.15,1.9,77.54,89.11,280.69480000000004,0.02132195922770068,11256.4
1061,4.06,6.41,2.56,77.27,83.63,313.71619999999996,0.030611021091591403,6801.01
1494,2.44,3.55,1.95,82.23,83.95,200.6412,0.023228109204513493,5303.7
851,3.59,4.17,2.46,77.88,78.83,279.58919999999995,0.03120638954631618,3548.67
1143,2.25,5.31,1.65,84.25,81.24,189.5625,0.02031018952361035,6069.33
681,3.11,1.85,4.94,77.86,77.73,242.1446,0.06355331743814262,1259.8500000000001
2136,3.31,7.28,1.68,75.78,83.71,250.83180000000002,0.020069284426079987,15550.08
1198,3.81,13.74,3.99,76.86,83.62,292.8366,0.04771585174409809,16460.52
428,4.82,7.38,3.07,74.6,68.05,359.572,0.04511388021838644,3158.64
547,3.53,6.65,2.79,75.25,78.74,265.6325,0.0354330663661333,3637.55
723,3.21,2.79,2.52,76.5,76.13,245.565,0.033101269788352844,2017.17
484,1.79,4.56,2.54,78.01,77.05,139.6379,0.032965602470395525,2207.04
1154,2.3,6.5,1.72,76.77,87.39,176.57099999999997,0.01968188354710109,7501.0
838,3.42,6.72,2.59,76.74,70.72,262.45079999999996,0.036623297988787044,5631.36
916,3.73,8.26,1.74,76.91,82.5,286.8743,0.02109090653443557,7566.16
752,5.49,11.16,1.06,78.73,68.35,432.2277,0.01550841031332695,8392.32
486,2.43,8.41,2.53,75.8,67.54,184.19400000000002,0.037459277841386154,4087.26
574,4.4,10.3,1.69,75.33,80.99,331.452,0.020866771099299776,5912.200000000001
1176,2.18,3.84,1.47,74.37,88.95,162.12660000000002,0.016526136422019513,4515.84
743,4.4,7.7,1.92,76.91,80.12,338.404,0.023964050928101478,5721.1
722,2.37,3.17,1.13,78.45,77.35,185.9265,0.014608918602596173,2288.74
597,3.89,5.68,2.86,74.52,79.15,289.8828,0.03613391836589786,3390.96
542,4.91,5.53,3.64,76.52,82.2,375.7132,0.04428223305568941,2997.26
476,4.95,5.53,2.76,75.34,82.37,372.93300000000005,0.03350734083922048,2632.28
884,2.91,4.93,2.31,82.14,81.32,239.0274,0.02840629262096746,4358.12
1356,4.83,7.55,2.61,76.03,76.84,367.2249,0.03396667959829781,10237.8
902,2.4,6.62,5.53,85.25,82.48,204.6,0.06704654861220312,5971.24
835,1.02,10.28,1.76,77.5,85.56,79.05,0.020570357577097055,8583.8
774,3.66,5.8,1.46,77.94,75.52,285.2604,0.019332624558709672,4489.2
461,3.16,7.27,2.91,76.5,68.54,241.74,0.042456953245265064,3351.47
512,3.67,2.05,1.59,75.11,65.15,275.6537,0.024405214980013048,1049.6
1031,4.9,4.73,1.35,78.54,77.59,384.84600000000006,0.01739914713247234,4876.63
443,4.38,4.25,2.86,76.59,85.04,335.4642,0.03363122840648772,1882.75
764,1.9,7.52,3.07,74.76,91.08,142.044,0.033706627831946875,5745.28
1095,1.78,6.52,1.56,74.02,91.1,131.7556,0.017124037637317496,7139.4
1357,3.69,6.47,2.61,82.9,78.71,305.901,0.03315969595226833,8779.789999999999
924,4.9,12.0,1.22,84.66,77.09,414.834,0.015825656268561902,11088.0
461,2.19,7.84,2.9,76.23,76.81,166.9437,0.03775549567042108,3614.24
884,4.61,6.52,3.18,76.75,87.81,353.81750000000005,0.03621455002681357,5763.679999999999
1134,2.79,6.13,0.06,77.98,77.16,217.56420000000003,0.0007776048758936138,6951.42
751,2.0,8.93,1.48,77.45,78.94,154.9,0.0187484141438543,6706.429999999999
724,4.59,9.08,1.83,75.13,74.95,344.84669999999994,0.024416274260670546,6573.92
1035,2.43,4.31,1.62,75.44,75.72,183.3192,0.02139460890192698,4460.849999999999
690,3.6,12.5,2.71,76.98,69.18,277.12800000000004,0.03917316577433278,8625.0
910,2.75,10.76,2.58,76.62,78.8,210.705,0.03274111259630551,9791.6
771,3.44,5.19,1.54,77.66,71.0,267.1504,0.02169013779012144,4001.4900000000002
1299,5.66,14.7,1.59,75.55,68.64,427.613,0.023164332289578628,19095.3
611,3.16,6.53,2.36,77.89,79.1,246.13240000000002,0.029835647302699456,3989.83
613,3.65,6.46,2.67,76.72,79.65,280.02799999999996,0.033521653041851465,3959.98
495,2.92,5.3,2.6,76.78,82.92,224.1976,0.03135551961462619,2623.5
854,4.31,9.66,2.85,77.22,76.12,332.8182,0.037440877897940365,8249.64
774,2.43,4.42,2.77,83.81,85.33,203.65830000000003,0.03246220175059161,3421.08
608,2.85,3.96,1.72,79.57,87.11,226.7745,0.01974514754389306,2407.68
619,4.35,9.09,2.31,76.82,92.4,334.1669999999999,0.024999997294372585,5626.71
671,2.38,4.15,1.53,76.36,72.8,181.7368,0.02101648062960431,2784.65
834,2.58,8.56,1.67,75.02,73.86,193.5516,0.02261034083261023,7139.04
443,2.63,6.53,3.19,73.7,89.51,193.831,0.03563847216640909,2892.79
878,4.34,6.85,1.71,84.1,75.44,364.99399999999997,0.022667017143820634,6014.299999999999
555,2.57,5.94,1.44,78.05,70.09,200.58849999999998,0.020545010622769207,3296.7000000000003
604,2.66,6.24,1.13,78.16,89.41,207.9056,0.012638405923453088,3768.96
759,2.57,8.62,1.34,75.97,84.48,195.2429,0.01586174054666897,6542.579999999999
1559,3.72,12.55,1.98,76.73,76.13,285.4356,0.026008140547991523,19565.45
862,3.95,7.33,2.46,77.06,80.76,304.387,0.030460620299576482,6318.46
527,2.62,6.89,1.54,82.73,87.31,216.75260000000003,0.017638298289050704,3631.0299999999997
500,3.26,6.39,3.07,76.07,86.47,247.98819999999995,0.03550363877603344,3195.0
670,4.16,5.08,1.6,77.37,76.12,321.85920000000004,0.02101944022340512,3403.6
998,4.05,9.73,0.86,75.88,85.92,307.31399999999996,0.0100093098220077,9710.54
841,2.1,4.83,3.23,79.03,73.75,165.96300000000002,0.043796604230968914,4062.03
778,2.73,4.52,1.11,78.12,76.61,213.26760000000002,0.014488968217077638,3516.5599999999995
666,4.57,6.57,1.44,84.32,78.15,385.3424,0.018426101289046537,4375.62
839,4.39,8.39,3.56,83.5,84.93,366.565,0.041916867783248817,7039.21
1317,4.17,3.43,2.06,79.24,66.04,330.4308,0.031193211509204795,4517.31
449,4.51,16.44,2.39,77.58,76.25,349.88579999999996,0.03134425818435958,7381.56
1133,3.79,5.21,2.48,84.77,74.83,321.2783,0.03314178362397653,5902.93
428,2.63,14.18,2.88,82.31,76.84,216.4753,0.037480474039501034,6069.04
479,1.95,5.35,4.87,75.38,76.07,146.99099999999999,0.06401997317996935,2562.6499999999996
1022,5.09,5.83,3.68,77.91,70.62,396.5619,0.05210987650667282,5958.26
837,2.85,10.36,6.41,77.27,79.21,220.21949999999998,0.08092411552529788,8671.32
510,1.86,3.02,2.39,79.73,82.96,148.29780000000002,0.028809061136805553,1540.2
467,2.3,4.43,1.32,78.7,87.13,181.01,0.015149774457732761,2068.81
821,4.38,2.83,2.52,83.6,84.83,366.16799999999995,0.029706468265181155,2323.43
886,5.58,6.73,1.51,78.1,84.02,435.798,0.017971909310651117,5962.780000000001
505,2.54,12.28,1.17,75.85,89.64,192.659,0.013052207379271822,6201.4
1096,4.29,10.54,2.41,85.63,81.32,367.35269999999997,0.029636002258238783,11551.839999999998
1081,2.55,6.1,2.29,76.19,75.08,194.28449999999998,0.03050079508513651,6594.099999999999
420,2.6,2.63,2.17,74.68,88.06,194.16800000000003,0.02464228654981983,1104.6
640,3.11,13.87,1.52,82.08,82.04,255.26879999999997,0.01852754527943134,8876.8
708,2.23,1.56,1.7,77.72,82.86,173.3156,0.020516531436575978,1104.48
521,3.8,7.82,1.96,78.37,82.76,297.806,0.023682935756049326,4074.2200000000003
808,4.68,5.11,3.03,78.3,87.89,366.44399999999996,0.03447490789908887,4128.88
905,2.31,6.4,3.27,77.35,75.99,178.67849999999999,0.043031972228981155,5792.0
1161,3.62,4.03,2.62,76.57,83.69,277.1834,0.0313060065353081,4678.83
607,3.29,6.9,2.28,77.55,76.49,255.1395,0.029807814118471155,4188.3
748,2.73,8.69,1.99,75.63,85.96,206.4699,0.02315029977311543,6500.12
594,3.82,12.61,1.71,75.69,78.93,289.13579999999996,0.021664763503767448,7490.339999999999
936,3.43,15.03,1.99,75.54,78.98,259.10220000000004,0.025196249025544563,14068.08
888,4.52,7.6,4.74,74.73,79.89,337.77959999999996,0.05933157349711184,6748.799999999999
624,5.43,5.17,1.37,75.42,72.22,409.5306,0.01896981182915926,3226.08
1088,2.35,7.02,3.26,76.52,76.06,179.822,0.04286089365489171,7637.759999999999
778,3.76,5.44,4.86,76.68,80.23,288.3168,0.06057583689694168,4232.320000000001
770,2.76,11.18,2.2,75.87,79.99,209.4012,0.027503434491382116,8608.6
623,2.95,6.89,2.45,80.9,67.18,238.65500000000003,0.0364691818295353,4292.47
555,2.87,6.79,1.85,83.54,70.53,239.7598,0.026229969342128266,3768.45
867,2.1,7.23,1.28,84.03,79.56,176.46300000000002,0.016088484654539385,6268.410000000001
875,2.29,4.26,1.69,75.29,81.92,172.41410000000002,0.020629880294204064,3727.5
664,2.05,7.19,2.91,84.88,80.74,174.00399999999996,0.036041610596778476,4774.16
523,3.07,12.06,1.43,85.32,71.91,261.9324,0.019885965806429453,6307.38
1032,2.74,8.27,2.68,75.71,70.36,207.4454,0.03808981834994054,8534.64
747,3.83,5.92,1.72,82.84,76.59,317.2772,0.02245723691640724,4422.24
808,3.08,3.58,5.85,83.18,74.73,256.19440000000003,0.07828180405703143,2892.64
582,2.52,3.92,1.56,76.1,72.9,191.772,0.02139917401931769,2281.44
710,3.19,4.33,1.44,78.66,86.26,250.9254,0.016693714735252174,3074.3
679,3.62,5.29,2.08,75.66,67.79,273.8892,0.03068298706549829,3591.91
763,3.68,8.43,2.58,77.07,65.08,283.6176,0.03964350958151359,6432.09
1063,2.96,11.8,1.63,82.92,81.74,245.4432,0.019941274780857013,12543.400000000001
619,5.67,15.74,2.05,78.4,87.0,444.528,0.023563215682388998,9743.06
